ID_Venta,Fecha,ID_Cliente,ID_Producto,Cantidad,Metodo_Pago_cat,Estado,Categoria,ID_Categoria,Precio_Unitario,Region,ID_Metodo,Metodo_Pago,ID_Ticket,Monto_Venta
1518,2024-06-02,33,38,6,1,Completa,Conservas,8,6.21,NEA,1,Efectivo,297,37.26
1523,2024-09-27,79,30,3,4,Completa,Bebidas,6,13.54,Patagonia,4,Mercado Pago,734,40.62
1524,2024-03-06,292,34,2,5,Completa,Galletitas y Snacks,7,5.45,Patagonia,5,Transferencia,2631,10.9
1525,2024-12-22,65,30,3,5,Completa,Bebidas,6,13.54,Buenos Aires,5,Transferencia,599,40.62
1526,2024-09-06,229,19,5,3,Completa,Frutas y Verduras,4,6.54,Cuyo,3,Tarjeta de Débito,2074,32.7
1527,2024-08-07,203,29,5,3,Completa,Bebidas,6,11.54,Buenos Aires,3,Tarjeta de Débito,1841,57.699999999999996
1528,2024-10-06,90,29,2,3,Pendiente,Bebidas,6,11.54,Buenos Aires,3,Tarjeta de Débito,836,23.08
1530,2024-06-19,2,34,4,4,Completa,Galletitas y Snacks,7,5.45,Patagonia,4,Mercado Pago,14,21.8
1531,2024-03-04,326,14,1,3,Pendiente,Panadería,3,12.36,Cuyo,3,Tarjeta de Débito,2937,12.36
1532,2024-12-13,218,22,1,5,Completa,Frutas y Verduras,4,4.21,Centro,5,Transferencia,1984,4.21
1533,2024-10-28,118,15,4,4,Completa,Panadería,3,3.51,Centro,4,Mercado Pago,1079,14.04
1536,2024-10-27,203,35,6,1,Completa,Conservas,8,4.25,Buenos Aires,1,Efectivo,1843,25.5
1537,2024-03-14,138,37,1,1,Completa,Conservas,8,3.65,Buenos Aires,1,Efectivo,1248,3.65
1538,2024-10-15,104,29,6,5,Completa,Bebidas,6,11.54,Buenos Aires,5,Transferencia,959,69.24
1540,2024-02-12,273,14,6,3,Completa,Panadería,3,12.36,Cuyo,3,Tarjeta de Débito,2455,74.16
1541,2024-07-09,184,13,2,5,Pendiente,Panadería,3,12.56,Buenos Aires,5,Transferencia,1679,25.12
1542,2024-12-01,250,33,4,1,Completa,Galletitas y Snacks,7,8.54,Centro,1,Efectivo,2277,34.16
1543,2024-06-14,130,37,3,2,Completa,Conservas,8,3.65,Buenos Aires,2,Tarjeta de Crédito,1185,10.95
1544,2024-08-06,60,26,6,3,Completa,Congelados,5,9.54,NEA,3,Tarjeta de Débito,550,57.239999999999995
1545,2024-03-18,8,19,2,1,Completa,Frutas y Verduras,4,6.54,Buenos Aires,1,Efectivo,62,13.08
1547,2024-07-20,122,21,2,2,Completa,Frutas y Verduras,4,3.25,Centro,2,Tarjeta de Crédito,1115,6.5
1548,2024-12-21,98,38,4,4,Completa,Conservas,8,6.21,Centro,4,Mercado Pago,909,24.84
1549,2024-03-24,260,17,1,2,Completa,Frutas y Verduras,4,6.54,Buenos Aires,2,Tarjeta de Crédito,2348,6.54
1554,2024-11-21,212,33,1,1,Completa,Galletitas y Snacks,7,8.54,Buenos Aires,1,Efectivo,1926,8.54
1555,2024-09-25,9,25,2,2,Completa,Congelados,5,15.45,Centro,2,Tarjeta de Crédito,75,30.9
1557,2024-08-04,165,37,5,1,Completa,Conservas,8,3.65,Buenos Aires,1,Efectivo,1499,18.25
1558,2024-08-17,318,23,1,5,Completa,Congelados,5,8.23,Buenos Aires,5,Transferencia,2871,8.23
1561,2024-03-16,200,22,5,4,Completa,Frutas y Verduras,4,4.21,Centro,4,Mercado Pago,1811,21.05
1562,2024-06-01,213,31,5,5,Pendiente,Galletitas y Snacks,7,5.24,Centro,5,Transferencia,1935,26.200000000000003
1563,2024-06-05,313,34,1,5,Completa,Galletitas y Snacks,7,5.45,Cuyo,5,Transferencia,2813,5.45
1564,2024-03-11,238,23,2,2,Completa,Congelados,5,8.23,Buenos Aires,2,Tarjeta de Crédito,2158,16.46
1567,2024-09-26,147,15,4,4,Completa,Panadería,3,3.51,Cuyo,4,Mercado Pago,1325,14.04
1569,2024-05-17,194,33,5,3,Completa,Galletitas y Snacks,7,8.54,Buenos Aires,3,Tarjeta de Débito,1773,42.699999999999996
1570,2024-10-03,78,37,6,3,Completa,Conservas,8,3.65,Buenos Aires,3,Tarjeta de Débito,724,21.9
1571,2024-10-07,14,18,6,4,Completa,Frutas y Verduras,4,7.25,Buenos Aires,4,Mercado Pago,125,43.5
1572,2024-04-27,314,24,1,4,Completa,Congelados,5,13.54,Patagonia,4,Mercado Pago,2825,13.54
1573,2024-11-04,298,24,4,4,Completa,Congelados,5,13.54,Buenos Aires,4,Mercado Pago,2677,54.16
1574,2024-04-13,204,20,5,4,Completa,Frutas y Verduras,4,4.25,Patagonia,4,Mercado Pago,1848,21.25
1576,2024-05-28,127,25,5,1,Completa,Congelados,5,15.45,Buenos Aires,1,Efectivo,1160,77.25
1577,2024-03-08,25,26,5,4,Pendiente,Congelados,5,9.54,Patagonia,4,Mercado Pago,220,47.699999999999996
1578,2024-11-23,283,27,3,3,Completa,Bebidas,6,6.21,Buenos Aires,3,Tarjeta de Débito,2557,18.63
1579,2024-10-19,20,22,1,3,Completa,Frutas y Verduras,4,4.21,Cuyo,3,Tarjeta de Débito,172,4.21
1582,2024-09-18,245,16,1,2,Completa,Panadería,3,15.23,NEA,2,Tarjeta de Crédito,2221,15.23
1583,2024-06-21,53,30,2,1,Completa,Bebidas,6,13.54,Centro,1,Efectivo,474,27.08
1584,2024-09-03,194,31,2,2,Completa,Galletitas y Snacks,7,5.24,Buenos Aires,2,Tarjeta de Crédito,1778,10.48
1586,2024-02-23,166,38,2,4,Pendiente,Conservas,8,6.21,NEA,4,Mercado Pago,1505,12.42
1587,2024-05-20,153,31,1,4,Completa,Galletitas y Snacks,7,5.24,Cuyo,4,Mercado Pago,1388,5.24
1589,2024-03-05,112,26,2,4,Pendiente,Congelados,5,9.54,NEA,4,Mercado Pago,1030,19.08
1591,2024-08-23,311,20,3,4,Pendiente,Frutas y Verduras,4,4.25,Buenos Aires,4,Mercado Pago,2794,12.75
1593,2024-06-13,231,36,6,5,Completa,Conservas,8,3.25,Patagonia,5,Transferencia,2091,19.5
1595,2024-02-02,129,31,6,1,Completa,Galletitas y Snacks,7,5.24,Patagonia,1,Efectivo,1175,31.44
1596,2024-10-17,85,26,2,5,Completa,Congelados,5,9.54,Cuyo,5,Transferencia,790,19.08
1597,2024-08-30,281,33,2,5,Completa,Galletitas y Snacks,7,8.54,Buenos Aires,5,Transferencia,2536,17.08
1598,2024-05-30,243,32,6,4,Completa,Galletitas y Snacks,7,6.25,Buenos Aires,4,Mercado Pago,2203,37.5
1600,2024-02-10,230,24,6,3,Completa,Congelados,5,13.54,Centro,3,Tarjeta de Débito,2076,81.24
1601,2024-03-15,313,34,4,1,Completa,Galletitas y Snacks,7,5.45,Cuyo,1,Efectivo,2806,21.8
1602,2024-05-23,123,31,2,1,Completa,Galletitas y Snacks,7,5.24,Patagonia,1,Efectivo,1124,10.48
1603,2024-10-07,50,22,3,4,Completa,Frutas y Verduras,4,4.21,Buenos Aires,4,Mercado Pago,454,12.629999999999999
1604,2024-08-05,1,15,1,5,Completa,Panadería,3,3.51,Patagonia,5,Transferencia,6,3.51
1605,2024-04-20,180,20,6,2,Pendiente,Frutas y Verduras,4,4.25,Buenos Aires,2,Tarjeta de Crédito,1638,25.5
1606,2024-03-21,278,27,6,4,Completa,Bebidas,6,6.21,Centro,4,Mercado Pago,2503,37.26
1609,2024-05-02,286,15,3,2,Completa,Panadería,3,3.51,Centro,2,Tarjeta de Crédito,2577,10.53
1610,2024-10-31,198,31,1,1,Completa,Galletitas y Snacks,7,5.24,NOA,1,Efectivo,1803,5.24
1612,2024-04-10,68,20,4,4,Pendiente,Frutas y Verduras,4,4.25,Patagonia,4,Mercado Pago,622,17.0
1614,2024-09-18,60,37,1,1,Completa,Conservas,8,3.65,NEA,1,Efectivo,553,3.65
1615,2024-05-25,264,25,4,1,Completa,Congelados,5,15.45,Buenos Aires,1,Efectivo,2379,61.8
1616,2024-04-26,144,34,1,1,Completa,Galletitas y Snacks,7,5.45,NEA,1,Efectivo,1300,5.45
1617,2024-07-30,162,32,1,4,Completa,Galletitas y Snacks,7,6.25,Patagonia,4,Mercado Pago,1469,6.25
1618,2024-03-15,14,18,3,5,Pendiente,Frutas y Verduras,4,7.25,Buenos Aires,5,Transferencia,118,21.75
1619,2024-10-03,236,13,1,2,Completa,Panadería,3,12.56,Buenos Aires,2,Tarjeta de Crédito,2143,12.56
1620,2024-07-14,267,32,2,4,Completa,Galletitas y Snacks,7,6.25,Centro,4,Mercado Pago,2412,12.5
1622,2024-03-15,211,16,2,5,Completa,Panadería,3,15.23,Centro,5,Transferencia,1913,30.46
1623,2024-11-19,315,14,4,4,Completa,Panadería,3,12.36,Buenos Aires,4,Mercado Pago,2838,49.44
1625,2024-02-18,145,38,4,3,Completa,Conservas,8,6.21,Buenos Aires,3,Tarjeta de Débito,1307,24.84
1626,2024-07-06,171,36,3,1,Completa,Conservas,8,3.25,Cuyo,1,Efectivo,1561,9.75
1627,2024-03-27,323,13,1,5,Completa,Panadería,3,12.56,Centro,5,Transferencia,2910,12.56
1628,2024-07-10,307,35,2,4,Completa,Conservas,8,4.25,Cuyo,4,Mercado Pago,2753,8.5
1631,2024-12-15,189,36,1,5,Pendiente,Conservas,8,3.25,Patagonia,5,Transferencia,1736,3.25
1632,2024-07-07,224,38,1,1,Completa,Conservas,8,6.21,Cuyo,1,Efectivo,2035,6.21
1634,2024-03-09,206,14,3,5,Pendiente,Panadería,3,12.36,NEA,5,Transferencia,1865,37.08
1635,2024-10-05,94,20,5,1,Completa,Frutas y Verduras,4,4.25,Centro,1,Efectivo,868,21.25
1636,2024-06-12,152,12,5,4,Completa,Panadería,3,8.12,NOA,4,Mercado Pago,1374,40.599999999999994
1637,2024-11-26,293,20,2,1,Completa,Frutas y Verduras,4,4.25,Patagonia,1,Efectivo,2643,8.5
1638,2024-04-21,151,18,1,4,Completa,Frutas y Verduras,4,7.25,Buenos Aires,4,Mercado Pago,1360,7.25
1639,2024-03-10,230,26,5,4,Completa,Congelados,5,9.54,Centro,4,Mercado Pago,2078,47.699999999999996
1640,2024-08-23,128,34,3,5,Completa,Galletitas y Snacks,7,5.45,Buenos Aires,5,Transferencia,1172,16.35
1641,2024-07-22,319,29,6,4,Pendiente,Bebidas,6,11.54,Patagonia,4,Mercado Pago,2878,69.24
1642,2024-12-19,172,22,4,2,Completa,Frutas y Verduras,4,4.21,Buenos Aires,2,Tarjeta de Crédito,1572,16.84
1644,2024-10-31,111,32,6,5,Completa,Galletitas y Snacks,7,6.25,Cuyo,5,Transferencia,1025,37.5
1645,2024-11-06,13,12,2,5,Completa,Panadería,3,8.12,Centro,5,Transferencia,116,16.24
1648,2024-05-08,50,31,1,5,Completa,Galletitas y Snacks,7,5.24,Buenos Aires,5,Transferencia,444,5.24
1649,2024-09-11,189,37,2,4,Completa,Conservas,8,3.65,Patagonia,4,Mercado Pago,1733,7.3
1651,2024-02-11,85,13,6,4,Completa,Panadería,3,12.56,Cuyo,4,Mercado Pago,781,75.36
1652,2024-04-30,106,19,4,3,Completa,Frutas y Verduras,4,6.54,NEA,3,Tarjeta de Débito,975,26.16
1655,2024-05-03,293,27,5,4,Completa,Bebidas,6,6.21,Patagonia,4,Mercado Pago,2641,31.05
1657,2024-04-25,298,12,5,1,Completa,Panadería,3,8.12,Buenos Aires,1,Efectivo,2672,40.599999999999994
1659,2024-05-08,283,21,4,5,Pendiente,Frutas y Verduras,4,3.25,Buenos Aires,5,Transferencia,2550,13.0
1660,2024-12-19,313,17,1,2,Completa,Frutas y Verduras,4,6.54,Cuyo,2,Tarjeta de Crédito,2821,6.54
1662,2024-11-12,133,26,5,4,Pendiente,Congelados,5,9.54,Buenos Aires,4,Mercado Pago,1215,47.699999999999996
1665,2024-05-16,191,26,3,1,Completa,Congelados,5,9.54,Centro,1,Efectivo,1749,28.619999999999997
1666,2024-03-27,56,25,1,3,Completa,Congelados,5,15.45,Centro,3,Tarjeta de Débito,503,15.45
1667,2024-03-26,81,24,6,3,Completa,Congelados,5,13.54,Buenos Aires,3,Tarjeta de Débito,750,81.24
1668,2024-10-29,55,26,6,4,Completa,Congelados,5,9.54,Patagonia,4,Mercado Pago,500,57.239999999999995
1671,2024-06-09,304,22,6,5,Completa,Frutas y Verduras,4,4.21,Cuyo,5,Transferencia,2724,25.259999999999998
1674,2024-02-24,75,23,4,5,Pendiente,Congelados,5,8.23,NEA,5,Transferencia,688,32.92
1675,2024-08-14,304,31,4,4,Completa,Galletitas y Snacks,7,5.24,Cuyo,4,Mercado Pago,2726,20.96
1676,2024-07-12,324,36,5,4,Completa,Conservas,8,3.25,NEA,4,Mercado Pago,2920,16.25
1678,2024-07-26,170,32,6,4,Pendiente,Galletitas y Snacks,7,6.25,Centro,4,Mercado Pago,1547,37.5
1679,2024-03-27,273,38,4,3,Completa,Conservas,8,6.21,Cuyo,3,Tarjeta de Débito,2459,24.84
1680,2024-02-11,241,28,3,3,Completa,Bebidas,6,9.45,Buenos Aires,3,Tarjeta de Débito,2179,28.349999999999998
1682,2024-03-17,48,38,4,4,Completa,Conservas,8,6.21,Patagonia,4,Mercado Pago,425,24.84
1683,2024-10-21,181,12,4,3,Completa,Panadería,3,8.12,Patagonia,3,Tarjeta de Débito,1656,32.48
1685,2024-05-14,96,31,2,4,Completa,Galletitas y Snacks,7,5.24,Buenos Aires,4,Mercado Pago,883,10.48
1686,2024-04-23,73,37,1,4,Completa,Conservas,8,3.65,Centro,4,Mercado Pago,672,3.65
1687,2024-04-03,160,23,6,5,Completa,Congelados,5,8.23,Centro,5,Transferencia,1450,49.38
1688,2024-06-16,297,12,3,5,Completa,Panadería,3,8.12,Buenos Aires,5,Transferencia,2666,24.36
1689,2024-04-28,28,33,4,1,Completa,Galletitas y Snacks,7,8.54,NEA,1,Efectivo,257,34.16
1690,2024-05-23,94,24,3,5,Completa,Congelados,5,13.54,Centro,5,Transferencia,864,40.62
1692,2024-06-16,295,35,2,4,Pendiente,Conservas,8,4.25,Cuyo,4,Mercado Pago,2653,8.5
1694,2024-11-30,64,28,5,1,Completa,Bebidas,6,9.45,NEA,1,Efectivo,594,47.25
1695,2024-06-28,103,16,5,3,Completa,Panadería,3,15.23,Patagonia,3,Tarjeta de Débito,946,76.15
1696,2024-10-28,316,31,6,5,Pendiente,Galletitas y Snacks,7,5.24,Centro,5,Transferencia,2851,31.44
1697,2024-11-24,173,13,1,5,Pendiente,Panadería,3,12.56,Patagonia,5,Transferencia,1579,12.56
1699,2024-05-14,24,32,3,5,Completa,Galletitas y Snacks,7,6.25,Cuyo,5,Transferencia,207,18.75
1700,2024-02-15,158,33,4,4,Completa,Galletitas y Snacks,7,8.54,Buenos Aires,4,Mercado Pago,1427,34.16
1703,2024-05-18,150,37,3,4,Completa,Conservas,8,3.65,Buenos Aires,4,Mercado Pago,1352,10.95
1705,2024-03-31,321,18,4,1,Completa,Frutas y Verduras,4,7.25,Cuyo,1,Efectivo,2894,29.0
1706,2024-12-14,94,23,2,5,Completa,Congelados,5,8.23,Centro,5,Transferencia,870,16.46
1707,2024-04-20,223,30,2,5,Completa,Bebidas,6,13.54,Buenos Aires,5,Transferencia,2025,27.08
1708,2024-03-16,68,16,1,4,Completa,Panadería,3,15.23,Patagonia,4,Mercado Pago,621,15.23
1710,2024-03-25,131,27,1,3,Completa,Bebidas,6,6.21,Buenos Aires,3,Tarjeta de Débito,1192,6.21
1711,2024-11-03,183,19,4,4,Completa,Frutas y Verduras,4,6.54,Patagonia,4,Mercado Pago,1669,26.16
1713,2024-02-29,265,14,2,4,Completa,Panadería,3,12.36,Centro,4,Mercado Pago,2389,24.72
1714,2024-04-21,242,32,4,5,Completa,Galletitas y Snacks,7,6.25,NEA,5,Transferencia,2190,25.0
1716,2024-10-20,15,34,5,1,Completa,Galletitas y Snacks,7,5.45,Buenos Aires,1,Efectivo,136,27.25
1717,2024-04-16,171,33,5,5,Completa,Galletitas y Snacks,7,8.54,Cuyo,5,Transferencia,1556,42.699999999999996
1721,2024-11-08,46,30,4,1,Completa,Bebidas,6,13.54,Centro,1,Efectivo,411,54.16
1723,2024-08-14,320,20,3,3,Completa,Frutas y Verduras,4,4.25,Centro,3,Tarjeta de Débito,2887,12.75
1724,2024-12-19,252,29,6,4,Completa,Bebidas,6,11.54,Patagonia,4,Mercado Pago,2295,69.24
1725,2024-02-09,293,25,6,4,Completa,Congelados,5,15.45,Patagonia,4,Mercado Pago,2640,92.69999999999999
1726,2024-10-11,241,28,3,4,Completa,Bebidas,6,9.45,Buenos Aires,4,Mercado Pago,2186,28.349999999999998
1727,2024-05-20,128,14,6,3,Completa,Panadería,3,12.36,Buenos Aires,3,Tarjeta de Débito,1169,74.16
1728,2024-10-26,46,19,5,4,Completa,Frutas y Verduras,4,6.54,Centro,4,Mercado Pago,410,32.7
1729,2024-07-12,118,33,6,4,Completa,Galletitas y Snacks,7,8.54,Centro,4,Mercado Pago,1077,51.239999999999995
1730,2024-03-03,160,33,6,3,Completa,Galletitas y Snacks,7,8.54,Centro,3,Tarjeta de Débito,1449,51.239999999999995
1731,2024-05-13,231,30,3,5,Pendiente,Bebidas,6,13.54,Patagonia,5,Transferencia,2089,40.62
1732,2024-04-23,215,38,5,4,Completa,Conservas,8,6.21,NEA,4,Mercado Pago,1955,31.05
1736,2024-12-24,192,23,4,1,Completa,Congelados,5,8.23,Cuyo,1,Efectivo,1759,32.92
1737,2024-03-04,149,21,5,5,Completa,Frutas y Verduras,4,3.25,Cuyo,5,Transferencia,1343,16.25
1741,2024-06-12,61,20,3,1,Completa,Frutas y Verduras,4,4.25,Buenos Aires,1,Efectivo,557,12.75
1744,2024-07-25,314,34,3,5,Completa,Galletitas y Snacks,7,5.45,Patagonia,5,Transferencia,2829,16.35
1745,2024-08-14,294,17,1,5,Completa,Frutas y Verduras,4,6.54,Centro,5,Transferencia,2646,6.54
1747,2024-05-11,138,15,4,2,Completa,Panadería,3,3.51,Buenos Aires,2,Tarjeta de Crédito,1250,14.04
1748,2024-10-12,218,32,4,3,Completa,Galletitas y Snacks,7,6.25,Centro,3,Tarjeta de Débito,1983,25.0
1749,2024-02-28,95,33,1,5,Completa,Galletitas y Snacks,7,8.54,Buenos Aires,5,Transferencia,873,8.54
1750,2024-10-28,310,16,1,5,Completa,Panadería,3,15.23,Patagonia,5,Transferencia,2783,15.23
1751,2024-06-01,211,36,6,3,Completa,Conservas,8,3.25,Centro,3,Tarjeta de Débito,1916,19.5
1752,2024-05-27,220,31,2,1,Completa,Galletitas y Snacks,7,5.24,Centro,1,Efectivo,1998,10.48
1753,2024-02-07,35,17,2,4,Pendiente,Frutas y Verduras,4,6.54,NOA,4,Mercado Pago,313,13.08
1754,2024-02-11,212,27,3,5,Completa,Bebidas,6,6.21,Buenos Aires,5,Transferencia,1921,18.63
1755,2024-05-31,198,16,4,3,Completa,Panadería,3,15.23,NOA,3,Tarjeta de Débito,1798,60.92
1756,2024-03-07,309,13,5,4,Completa,Panadería,3,12.56,Centro,4,Mercado Pago,2772,62.800000000000004
1757,2024-06-11,272,18,1,3,Completa,Frutas y Verduras,4,7.25,Buenos Aires,3,Tarjeta de Débito,2448,7.25
1758,2024-06-16,38,26,4,3,Completa,Congelados,5,9.54,Patagonia,3,Tarjeta de Débito,346,38.16
1759,2024-02-05,255,23,5,5,Pendiente,Congelados,5,8.23,Buenos Aires,5,Transferencia,2308,41.150000000000006
1760,2024-06-17,124,36,2,3,Completa,Conservas,8,3.25,NEA,3,Tarjeta de Débito,1136,6.5
1762,2024-09-14,71,29,2,4,Completa,Bebidas,6,11.54,Buenos Aires,4,Mercado Pago,658,23.08
1763,2024-09-01,182,35,3,2,Completa,Conservas,8,4.25,Centro,2,Tarjeta de Crédito,1661,12.75
1765,2024-08-14,307,24,2,5,Completa,Congelados,5,13.54,Cuyo,5,Transferencia,2755,27.08
1767,2024-08-06,215,36,5,3,Completa,Conservas,8,3.25,NEA,3,Tarjeta de Débito,1958,16.25
1768,2024-10-14,260,21,5,4,Completa,Frutas y Verduras,4,3.25,Buenos Aires,4,Mercado Pago,2352,16.25
1769,2024-12-09,284,27,4,3,Pendiente,Bebidas,6,6.21,NOA,3,Tarjeta de Débito,2565,24.84
1770,2024-12-28,263,36,1,5,Completa,Conservas,8,3.25,Buenos Aires,5,Transferencia,2377,3.25
1771,2024-12-09,169,21,1,3,Completa,Frutas y Verduras,4,3.25,Centro,3,Tarjeta de Débito,1543,3.25
1772,2024-11-14,164,24,2,4,Pendiente,Congelados,5,13.54,Centro,4,Mercado Pago,1492,27.08
1773,2024-03-22,88,25,4,5,Completa,Congelados,5,15.45,Patagonia,5,Transferencia,810,61.8
1775,2024-06-08,126,21,1,3,Completa,Frutas y Verduras,4,3.25,Cuyo,3,Tarjeta de Débito,1156,3.25
1778,2024-07-14,208,19,4,3,Completa,Frutas y Verduras,4,6.54,Buenos Aires,3,Tarjeta de Débito,1886,26.16
1779,2024-12-22,81,15,1,5,Completa,Panadería,3,3.51,Buenos Aires,5,Transferencia,756,3.51
1780,2024-06-09,40,23,3,4,Completa,Congelados,5,8.23,Cuyo,4,Mercado Pago,359,24.69
1781,2024-12-17,177,15,1,4,Completa,Panadería,3,3.51,NEA,4,Mercado Pago,1621,3.51
1782,2024-04-04,145,13,2,3,Completa,Panadería,3,12.56,Buenos Aires,3,Tarjeta de Débito,1309,25.12
1784,2024-11-26,179,30,6,4,Completa,Bebidas,6,13.54,Buenos Aires,4,Mercado Pago,1632,81.24
1786,2024-08-04,209,33,4,4,Completa,Galletitas y Snacks,7,8.54,Buenos Aires,4,Mercado Pago,1897,34.16
1787,2024-06-08,203,22,5,5,Completa,Frutas y Verduras,4,4.21,Buenos Aires,5,Transferencia,1838,21.05
1789,2024-09-02,115,30,5,1,Completa,Bebidas,6,13.54,Cuyo,1,Efectivo,1057,67.69999999999999
1790,2024-07-09,225,30,2,2,Completa,Bebidas,6,13.54,Buenos Aires,2,Tarjeta de Crédito,2043,27.08
1791,2024-07-12,250,16,4,4,Completa,Panadería,3,15.23,Centro,4,Mercado Pago,2271,60.92
1795,2024-03-23,1,12,6,4,Completa,Panadería,3,8.12,Patagonia,4,Mercado Pago,2,48.72
1798,2024-07-02,167,35,6,5,Completa,Conservas,8,4.25,Buenos Aires,5,Transferencia,1516,25.5
1799,2024-08-13,325,19,2,3,Completa,Frutas y Verduras,4,6.54,NEA,3,Tarjeta de Débito,2929,13.08
1800,2024-04-23,313,37,4,5,Pendiente,Conservas,8,3.65,Cuyo,5,Transferencia,2810,14.6
1801,2024-09-18,46,33,1,5,Pendiente,Galletitas y Snacks,7,8.54,Centro,5,Transferencia,408,8.54
1802,2024-05-07,81,30,6,2,Completa,Bebidas,6,13.54,Buenos Aires,2,Tarjeta de Crédito,752,81.24
1803,2024-06-15,100,27,5,4,Completa,Bebidas,6,6.21,NEA,4,Mercado Pago,922,31.05
1805,2024-06-07,290,31,2,3,Pendiente,Galletitas y Snacks,7,5.24,Buenos Aires,3,Tarjeta de Débito,2616,10.48
1806,2024-04-22,233,35,4,2,Completa,Conservas,8,4.25,Centro,2,Tarjeta de Crédito,2107,17.0
1807,2024-12-19,205,29,5,5,Completa,Bebidas,6,11.54,Patagonia,5,Transferencia,1864,57.699999999999996
1809,2024-03-22,90,31,3,3,Completa,Galletitas y Snacks,7,5.24,Buenos Aires,3,Tarjeta de Débito,825,15.72
1810,2024-09-18,72,35,4,5,Completa,Conservas,8,4.25,Centro,5,Transferencia,666,17.0
1811,2024-11-30,321,18,4,1,Completa,Frutas y Verduras,4,7.25,Cuyo,1,Efectivo,2901,29.0
1812,2024-12-23,97,13,6,5,Completa,Panadería,3,12.56,Buenos Aires,5,Transferencia,898,75.36
1813,2024-07-07,90,35,1,3,Pendiente,Conservas,8,4.25,Buenos Aires,3,Tarjeta de Débito,833,4.25
1817,2024-12-11,73,29,6,4,Completa,Bebidas,6,11.54,Centro,4,Mercado Pago,678,69.24
1818,2024-11-06,279,22,3,4,Completa,Frutas y Verduras,4,4.21,Centro,4,Mercado Pago,2521,12.629999999999999
1819,2024-04-02,192,22,5,1,Pendiente,Frutas y Verduras,4,4.21,Cuyo,1,Efectivo,1751,21.05
1820,2024-12-01,170,30,2,1,Completa,Bebidas,6,13.54,Centro,1,Efectivo,1552,27.08
1821,2024-09-09,143,16,1,4,Completa,Panadería,3,15.23,Buenos Aires,4,Mercado Pago,1295,15.23
1822,2024-05-30,311,27,4,4,Completa,Bebidas,6,6.21,Buenos Aires,4,Mercado Pago,2790,24.84
1824,2024-05-10,73,26,3,1,Completa,Congelados,5,9.54,Centro,1,Efectivo,673,28.619999999999997
1825,2024-12-21,136,24,1,4,Completa,Congelados,5,13.54,Patagonia,4,Mercado Pago,1240,13.54
1826,2024-02-13,300,20,1,1,Completa,Frutas y Verduras,4,4.25,NEA,1,Efectivo,2689,4.25
1827,2024-08-08,13,28,2,3,Pendiente,Bebidas,6,9.45,Centro,3,Tarjeta de Débito,113,18.9
1828,2024-03-29,52,14,2,2,Completa,Panadería,3,12.36,Patagonia,2,Tarjeta de Crédito,461,24.72
1829,2024-09-14,207,23,2,4,Completa,Congelados,5,8.23,Buenos Aires,4,Mercado Pago,1877,16.46
1830,2024-02-26,291,32,4,4,Completa,Galletitas y Snacks,7,6.25,NEA,4,Mercado Pago,2624,25.0
1832,2024-11-04,173,22,1,3,Completa,Frutas y Verduras,4,4.21,Patagonia,3,Tarjeta de Débito,1577,4.21
1833,2024-10-28,14,18,6,5,Completa,Frutas y Verduras,4,7.25,Buenos Aires,5,Transferencia,126,43.5
1835,2024-06-25,100,26,4,5,Completa,Congelados,5,9.54,NEA,5,Transferencia,923,38.16
1836,2024-10-13,141,18,5,1,Completa,Frutas y Verduras,4,7.25,NEA,1,Efectivo,1279,36.25
1837,2024-05-29,26,17,3,1,Completa,Frutas y Verduras,4,6.54,Centro,1,Efectivo,234,19.62
1838,2024-05-19,299,26,5,4,Completa,Congelados,5,9.54,Cuyo,4,Mercado Pago,2683,47.699999999999996
1839,2024-07-05,197,23,3,2,Completa,Congelados,5,8.23,Cuyo,2,Tarjeta de Crédito,1792,24.69
1840,2024-04-08,241,12,6,3,Completa,Panadería,3,8.12,Buenos Aires,3,Tarjeta de Débito,2180,48.72
1841,2024-02-27,37,38,6,5,Completa,Conservas,8,6.21,Cuyo,5,Transferencia,334,37.26
1842,2024-02-17,224,29,2,1,Completa,Bebidas,6,11.54,Cuyo,1,Efectivo,2030,23.08
1844,2024-05-29,127,28,2,5,Completa,Bebidas,6,9.45,Buenos Aires,5,Transferencia,1161,18.9
1845,2024-08-15,70,26,1,4,Completa,Congelados,5,9.54,Centro,4,Mercado Pago,644,9.54
1846,2024-12-12,23,12,5,4,Completa,Panadería,3,8.12,Patagonia,4,Mercado Pago,204,40.599999999999994
1847,2024-05-11,56,18,5,4,Pendiente,Frutas y Verduras,4,7.25,Centro,4,Mercado Pago,506,36.25
1849,2024-06-29,30,30,3,4,Pendiente,Bebidas,6,13.54,Buenos Aires,4,Mercado Pago,272,40.62
1850,2024-07-29,301,15,4,4,Completa,Panadería,3,3.51,Cuyo,4,Mercado Pago,2700,14.04
1851,2024-06-30,318,35,5,4,Pendiente,Conservas,8,4.25,Buenos Aires,4,Mercado Pago,2867,21.25
1856,2024-12-16,151,13,6,1,Completa,Panadería,3,12.56,Buenos Aires,1,Efectivo,1370,75.36
1858,2024-07-27,301,26,2,4,Pendiente,Congelados,5,9.54,Cuyo,4,Mercado Pago,2699,19.08
1860,2024-05-15,54,28,5,3,Completa,Bebidas,6,9.45,Buenos Aires,3,Tarjeta de Débito,483,47.25
